name,naics_description,naics_code,address,city,state,county,zip,phone,website,excess_food_low,excess_food_high,unique_id,data_source
The Coca-Cola Company,Soft Drink Manufacturing,312111,13255 Amar Rd,City of Industry,CA,Los Angeles,91746,6268554440,www.coca-colacompany.com,,,FMP40094,EPA 2023
The Coca-Cola Company American Canyon,Soft Drink Manufacturing,312111,1201 Commerce Blvd,American Canyon,CA,Napa,94503,7075561220,www.careers.coca-colacompany.com,132.0437495,423.536555,FMP37264,EPA 2023
THE COOKIE COMPANY,Retail Bakeries,311811,3139 Mission St,San Francisco,CA,San Francisco,94110,4158142890,www.drgreenthumbsf.com,0.8867430000000001,2.8442700000000003,FMP2178,EPA 2023
The Cravory Cookies,Retail Bakeries,311811,2675 Gateway Rd Ste 103,Carlsbad,CA,San Diego,92009,,www.thecravory.com,14.9689755,48.013695000000006,FMP26007,EPA 2023
The Crawfish Company,Seafood Product Preparation and Packaging,311710,13419 Mourning Dove Ln,Sylmar,CA,Los Angeles,91342,9033761019,,13.770036000000001,44.168040000000005,FMP24938,EPA 2023
The Creamery,Creamery Butter Manufacturing,311512,5756 Pacific Ave Ste 3,Stockton,CA,San Joaquin,95207,2099521111,,5.7931915,18.581935,FMP17756,EPA 2023
The Crush of Paso Robles,Wineries,312130,2550 Dry Creek Rd,Paso Robles,CA,San Luis Obispo,93446,8052260640,www.pacificwineservices.com,15.946587000000001,51.14943,FMP26890,EPA 2023
The Cupcake Divas,Commercial Bakeries,311812,2660 Great Arbor Way,Union City,CA,Alameda,94587,5109361705,www.thecupcakedivas.net,11.007835,35.308150000000005,FMP22458,EPA 2023
The Cupcake Kids,Commercial Bakeries,311812,3017 W Beverly Blvd,Montebello,CA,Los Angeles,90640,3238675237,,15.4289625,49.489125,FMP26461,EPA 2023
The Daisy Shoppe,Retail Bakeries,311811,23011 Moulton Pkwy Ste A7,Laguna Hills,CA,Orange,92653,9497162232,www.daisyshoppe.com,,,FMP41440,EPA 2023
The Delivery Zone LLC,Perishable Prepared Food Manufacturing,311991,120 S Anderson St,Los Angeles,CA,Los Angeles,90033,3237800888,www.sunfare.com,15.977433,51.24837,FMP26930,EPA 2023
The Dessert Box,Retail Bakeries,311811,592 Park Dr,Costa Mesa,CA,Orange,92627,9493750391,,17.445692,55.95788,FMP39754,EPA 2023
The Dessert Factory,Retail Bakeries,311811,2120 Fair Oaks Ave,Altadena,CA,Los Angeles,91001,6264536236,,1.7024925,5.460825000000001,FMP8044,EPA 2023
The Dessert Pantry LLC,Retail Bakeries,311811,234 Honeysuckle Ln,Brea,CA,Orange,92821,,,0.8867430000000001,2.8442700000000003,FMP1802,EPA 2023
The Distillers Club,Distilleries,312140,2400 Kettner Blvd Ste 110,San Diego,CA,San Diego,92101,,,15.1133475,48.476775,FMP26140,EPA 2023
The Distillery LLC,Distilleries,312140,19355 Pacific Coast Hwy,Malibu,CA,Los Angeles,90265,,www.thedistillery.com,39.067254,125.31006000000001,FMP6665,EPA 2023
The Donum Estate Inc,Wineries,312130,24520 Ramal Rd,Sonoma,CA,Sonoma,95476,7079392293,www.robertstemmlerwinery.com,27.4648385,88.09476500000001,FMP32988,EPA 2023
The Dove Morning,Retail Bakeries,311811,25 Soledad Dr,Monterey,CA,Monterey,93940,7075707149,www.themorningdoveglutenfree.com,2.4586435,7.886215000000001,FMP11695,EPA 2023
The Dudes Brewing Company,Breweries,312120,1840 W 208th St,Somis,CA,Ventura,93066,4242712915,www.thedudesbrew.com,64.706905,207.55045,FMP36192,EPA 2023
The Eighty7 Art Club Cheesecakes LLC,Retail Bakeries,311811,34308 Heather Ridge Rd,Lake Elsinore,CA,Riverside,92532,,,0.8867430000000001,2.8442700000000003,FMP2299,EPA 2023
The Empanada Shop LLC,Frozen Specialty Food Manufacturing,311412,1908 Artesia Blvd,Redondo Beach,CA,Los Angeles,90278,3109944947,www.the-empanadashop.com,16.680054000000002,53.50206000000001,FMP27560,EPA 2023
The Excellent Cheesecake LLC,Retail Bakeries,311811,4356 Lawrence Dr,Castro Valley,CA,Alameda,94546,,,0.8867430000000001,2.8442700000000003,FMP2596,EPA 2023
The Famlee Sweet Spot Bakery LLC,Retail Bakeries,311811,7544 Event Way,Sacramento,CA,Sacramento,95842,,,0.8867430000000001,2.8442700000000003,FMP3295,EPA 2023
The Feemster Co Inc,Commercial Bakeries,311812,119 Yale Ave,Claremont,CA,Los Angeles,91711,9096219772,www.somecrust.com,97.443574,312.55486,FMP36870,EPA 2023
The Finest Food Inc,All Other Miscellaneous Food Manufacturing,311999,6491 Weathers Pl Ste A,San Diego,CA,San Diego,92121,8586994746,www.thefinestfoodinc.com,5.3,17,FMP17342,EPA 2023
The Fit Sweets LLC,Retail Bakeries,311811,3400 Cottage Way Ste G2,Sacramento,CA,Sacramento,95825,,,0.8867430000000001,2.8442700000000003,FMP2282,EPA 2023
The Flour Garden Bakery,Retail Bakeries,311811,999 Sutton Way,Grass Valley,CA,Nevada,95945,5302722043,www.flourgarden.com,39.925483,128.06287,FMP34987,EPA 2023
The Food Fixx L L C,Retail Bakeries,311811,15805 Uvas Rd APT D,Morgan Hill,CA,Santa Clara,95037,4087821692,www.pattisperfectpantry.com,15.767182,50.573980000000006,FMP26721,EPA 2023
The Frozen Bean Inc,All Other Miscellaneous Food Manufacturing,311999,9238 Bally CT,Rancho Cucamonga,CA,San Bernardino,91730,8558376936,www.thefrozenbean.com,177.1700165,568.281185,FMP37576,EPA 2023
The Fusion Food Factory,Commercial Bakeries,311812,8980 Crestmar Pt,San Diego,CA,San Diego,92121,8585788001,,112.2673825,360.102925,FMP37065,EPA 2023
The Gangjung Inc,Retail Bakeries,311811,621 S Western Ave,Los Angeles,CA,Los Angeles,90005,2139150803,www.koreatownladirectory.com,4.722512,15.147680000000001,FMP16689,EPA 2023
The Ghost Baker LLC,Retail Bakeries,311811,6920 Pacific View Dr,Los Angeles,CA,Los Angeles,90068,,,0.8867430000000001,2.8442700000000003,FMP3162,EPA 2023
The Girls In The Vineyard,Wineries,312130,1370 Trancas St Pmb 749,NAPA,CA,Napa,94558,7079274343,www.artfarmwine.com,39.6131275,127.06097500000001,FMP34909,EPA 2023
The Glass Jar Inc,Ice Cream and Frozen Dessert Manufacturing,311520,913 Cedar St,Santa Cruz,CA,Santa Cruz,95060,8312272247,www.theglassjar.com,186.430362,597.98418,FMP40522,EPA 2023
The Glass Jar Inc,Ice Cream and Frozen Dessert Manufacturing,311520,125 Beach St,Santa Cruz,CA,Santa Cruz,95060,8314279946,www.theglassjar.com,,,FMP37624,EPA 2023
The Gluten Free Goddess Bakery,Retail Bakeries,311811,671 Rose Ave,Venice,CA,Los Angeles,90291,3106503564,www.theglutenfreegoddessbakery.com,0.8867430000000001,2.8442700000000003,FMP3142,EPA 2023
The Gluten Free Wife Bakery,Retail Bakeries,311811,1293 Rosita Rd,Pacifica,CA,San Mateo,94044,8604288673,,1.3833795,4.437255,FMP5994,EPA 2023
The Grapeline,Wineries,312130,100 S Main St,Templeton,CA,San Luis Obispo,93465,8052379990,,2.2399125,7.1846250000000005,FMP10711,EPA 2023
The Guilt Free Company LLC,Retail Bakeries,311811,539 E Bixby Rd,Long Beach,CA,Los Angeles,90807,,,15.4289625,49.489125,FMP26484,EPA 2023
The Guy Hummus Corp,All Other Miscellaneous Food Manufacturing,311999,1370 Redwood Way,Petaluma,CA,Sonoma,94954,7076655634,www.thehummusguy.com,2.552003,8.18567,FMP12057,EPA 2023
The H V Food Products Company,"Mayonnaise, Dressing, and Other Prepared Sauce Manufacturing",311941,1221 Broadway,Oakland,CA,Alameda,94612,5102717612,,467.1785965,1498.4973850000001,FMP38358,EPA 2023
The High Desert Collective,Wineries,312130,2820 Acacia St,Rosamond,CA,Kern,93560,6612566203,www.highdesertcellars.com,27.371850000000002,87.79650000000001,FMP32964,EPA 2023
The Hillshire Brands Company,Meat Processed from Carcasses,311612,378 Barber Ln,Milpitas,CA,Santa Clara,95035,4083240872,www.sterlingbay.com,,,FMP40309,EPA 2023
The Hillshire Brands Company,Meat Processed from Carcasses,311612,9357 Richmond Pl Ste 101,Rancho Cucamonga,CA,San Bernardino,91730,9094810760,www.sterlingbay.com,,,FMP40434,EPA 2023
The Hillshire Brands Company,Meat Processed from Carcasses,311612,9822 Glenoaks Blvd,Sun Valley,CA,Los Angeles,91352,,www.tysonfoods.com,,,FMP40612,EPA 2023
The Hydration Station,Soft Drink Manufacturing,312111,6686 El Cajon Blvd Ste E,San Diego,CA,San Diego,92115,6198947040,www.sdhydrationstation.com,15.1133475,48.476775,FMP26151,EPA 2023
The Ice Creamery,Ice Cream and Frozen Dessert Manufacturing,311520,6880 Caballero Blvd,Buena Park,CA,Orange,90620,7145223400,,11.613307,37.25023,FMP22960,EPA 2023
The Infinite Cupcakery,Commercial Bakeries,311812,1847 W 79th St,Los Angeles,CA,Los Angeles,90047,3237596307,,15.4289625,49.489125,FMP26437,EPA 2023
The Inner Circle Inc,Wineries,312130,194 Camino Oruga Unit 16,NAPA,CA,Napa,94558,7072397183,,1.979073,6.34797,FMP9428,EPA 2023
The J M Smucker Company,Fruit and Vegetable Canning,311421,423 Salinas Rd,Royal Oaks,CA,Santa Cruz,95076,,www.jmsmucker.com,1024.747527,3286.92603,FMP40136,EPA 2023
The J M Smucker Company,Fruit and Vegetable Canning,311421,1275 Hansen St,Salinas,CA,Monterey,93901,,www.jmsmucker.com,,,FMP40555,EPA 2023
The J M Smucker Company,Fruit and Vegetable Canning,311421,800 Commercial Ave,Oxnard,CA,Ventura,93030,8054875483,www.jmsmucker.com,,,FMP40742,EPA 2023
The Jamie Cryderman Foundation For Stem Cell Treat,Retail Bakeries,311811,4633 Adenmoor Ave,Lakewood,CA,Los Angeles,90713,3107384790,,0.8867430000000001,2.8442700000000003,FMP2683,EPA 2023
The Jerky Zone Inc,Meat Processed from Carcasses,311612,24341 Fordview St,Lake Forest,CA,Orange,92630,9495104520,,30.2815235,97.12941500000001,FMP33653,EPA 2023
The Keto Bakery Box,Retail Bakeries,311811,21520 Yorba Linda Blvd,Yorba Linda,CA,Orange,92887,,,0.8867430000000001,2.8442700000000003,FMP1668,EPA 2023
The Keto Bakery La Inc,Retail Bakeries,311811,4144 Rowland Ave APT 5,El Monte,CA,Los Angeles,91731,,,0.8867430000000001,2.8442700000000003,FMP2520,EPA 2023
The Kids Business Inc,"Frozen Cakes, Pies, and Other Pastries Manufacturing",311813,44911 Golf Center Pkwy # 4,Indio,CA,Riverside,92201,7603477770,www.tkbbakery.com,15.206177,48.774530000000006,FMP26232,EPA 2023
The Kroger Co,Commercial Bakeries,311812,850 S Cypress St,La Habra,CA,Orange,90631,,www.thekrogerco.com,,,FMP40897,EPA 2023
The Lafayette Corporation,Ice Cream and Frozen Dessert Manufacturing,311520,1525 State St Ste 203,Santa Barbara,CA,Santa Barbara,93101,8059652009,www.mcotherapy.com,9.687499,31.073110000000003,FMP21348,EPA 2023
The Langlois Company,"Dry Pasta, Dough, and Flour Mixes Manufacturing from Purchased Flour",311824,10810 San Sevaine Way,Jurupa Valley,CA,Riverside,91752,9513603900,www.langloiscompany.com,161.4919805,517.993145,FMP37480,EPA 2023
The Living Apothecary LLC,Soft Drink Manufacturing,312111,5268 Shafter Ave,Oakland,CA,Alameda,94618,9179512810,www.livingapothecary.com,36.0532765,115.64258500000001,FMP34561,EPA 2023
The Loop,Retail Bakeries,311811,15911 Pomona Rincon Rd,Chino Hills,CA,San Bernardino,91709,,www.theloopchurros.com,19.10173,61.26970000000001,FMP29309,EPA 2023
The Loop Handcrafted Churros,Retail Bakeries,311811,1101 N Harbor Blvd,Fullerton,CA,Orange,92832,6572175008,www.theloopchurros.com,1.012618,3.2480200000000004,FMP4448,EPA 2023
The Loop-Handcrafted Churros,Retail Bakeries,311811,2202 N Tustin St Ste C,Orange,CA,Orange,92865,,www.theloopchurros.com,20.934841,67.14949,FMP30463,EPA 2023
The Loose Goose LLC,Wineries,312130,17102 Canvas St,Canyon Country,CA,Los Angeles,91387,6617557575,,2.2766415,7.302435000000001,FMP10866,EPA 2023
The Love & Hummus Company LLC,All Other Miscellaneous Food Manufacturing,311999,240 Dolores St APT 214,San Francisco,CA,San Francisco,94103,4156465577,www.loveandhummus.com,16.5879135,53.206515,FMP27496,EPA 2023
The Lowest Goat LLC,Breweries,312120,2545 Progress St Ste D,Vista,CA,San Diego,92081,7602950217,,4.1942875,13.453375000000001,FMP15986,EPA 2023
The Lucky Lab,Retail Bakeries,311811,5235 Mission Oaks Blvd,Camarillo,CA,Ventura,93012,8054026750,www.theluckylab.com,19.9994705,64.14924500000001,FMP30015,EPA 2023
The Matcha Factory LLC,Retail Bakeries,311811,1031 Norwood Ave,Oakland,CA,Alameda,94610,,,0.938895,3.01155,FMP3788,EPA 2023
The Meatmen,Rendering and Meat Byproduct Processing,311613,8280 Clairemont Mesa Blvd # 110,San Diego,CA,San Diego,92111,6194007954,www.joemillerteam.com,7.6081765,24.403585000000003,FMP19438,EPA 2023
The Meeker Vineyard,Wineries,312130,5 Fitch St Unit B,Healdsburg,CA,Sonoma,95448,7075739463,www.meekerwine.com,10.9859195,35.237855,FMP22441,EPA 2023
The Mesmer Group L L C,Spice and Extract Manufacturing,311942,1156 Hampton CT,Encinitas,CA,San Diego,92024,8883747258,,2.65,8.5,FMP12378,EPA 2023
The Midnight Baker LLC,Retail Bakeries,311811,2445 S Barrington Ave # 105,Los Angeles,CA,Los Angeles,90064,,,0.8867430000000001,2.8442700000000003,FMP1852,EPA 2023
The Miller Packing Company,Meat Processed from Carcasses,311612,1122 Industrial Way,Lodi,CA,San Joaquin,95240,2093392310,www.millerhotdogs.com,196.939838,631.6938200000001,FMP37676,EPA 2023
The Mochi Ice Cream Company,Retail Bakeries,311811,1630 W Redondo Beach Blvd # 2,Gardena,CA,Los Angeles,90247,,www.mymomochi.com,,,FMP40900,EPA 2023
The Mochi Ice Cream Company LLC,Commercial Bakeries,311812,5563 Alcoa Ave,Vernon,CA,Los Angeles,90058,3235875504,www.mikawayamochi.com,520.062447,1668.1248300000002,FMP38405,EPA 2023
The Mountain Winery Foundation,Wineries,312130,15585 Los Gatos Blvd,Los Gatos,CA,Santa Clara,95032,,,0.1828235,0.586415,FMP39,EPA 2023
The Navarro Family Vineyards LLC,Wineries,312130,30440 Colver CT,Temecula,CA,Riverside,92592,9516763240,,20.428267,65.52463,FMP30217,EPA 2023
The New Bakkyard Broiler,Ice Cream and Frozen Dessert Manufacturing,311520,32280 Dyer St,Union City,CA,Alameda,94587,5106750095,www.thebackyardbayou.com,27.801945,89.17605,FMP33107,EPA 2023
The New York Bakers,Retail Bakeries,311811,13414 Calle Colina,Poway,CA,San Diego,92064,6195087720,www.nybakers.com,24.9482925,80.02282500000001,FMP32192,EPA 2023
The Newell Post,Spice and Extract Manufacturing,311942,2447 Carlton Pl,Riverside,CA,Riverside,92507,9516820735,www.the-newell-post.com,26.0829165,83.66218500000001,FMP32540,EPA 2023
The Nightingale Bakery,Retail Bakeries,311811,1407 Hawkcrest Dr,Corona,CA,Riverside,92879,9512989506,,19.379026,62.15914000000001,FMP29533,EPA 2023
The Noodle Inc,"Dry Pasta, Dough, and Flour Mixes Manufacturing from Purchased Flour",311824,1252 Hopkins St APT 1,Berkeley,CA,Alameda,94702,5103677110,,22.01567,70.61630000000001,FMP31037,EPA 2023
The Noodle Palace,"Dry Pasta, Dough, and Flour Mixes Manufacturing from Purchased Flour",311824,176 Shooting Star Isle,Foster City,CA,San Mateo,94404,6508898881,,15.786951,50.63739,FMP26737,EPA 2023
The Olive Oil Company Corp Office,Fats and Oils Refining and Blending,311225,42044 Winchester Rd,Temecula,CA,Riverside,92590,,,1.6530965,5.302385,FMP7615,EPA 2023
The Olive Oil Source,Fats and Oils Refining and Blending,311225,250 Roemer Way,Santa Maria,CA,Santa Barbara,93454,8059286076,www.oliveoilsource.com,6.8990365,22.128985,FMP18682,EPA 2023
The Olive Oil Source LLC,Fats and Oils Refining and Blending,311225,1833 Fletcher Way,Santa Ynez,CA,Santa Barbara,93460,8056881014,www.oliveoilsource.com,17.60342,56.463800000000006,FMP20889,EPA 2023
The Olive Press LLC,Fats and Oils Refining and Blending,311225,610 1st St,NAPA,CA,Napa,94559,7072262579,www.theolivepress.com,1.746085,5.600650000000001,FMP8217,EPA 2023
The Olive Taste of Delray LLC,Fats and Oils Refining and Blending,311225,10410 Almanor Cir,Stockton,CA,San Joaquin,95219,4138832717,,31.634375000000002,101.46875000000001,FMP33876,EPA 2023
The Organic Brewer's Guild,Breweries,312120,1627 S 7th St,San Jose,CA,Santa Clara,95112,5106971537,,4.585931,14.70959,FMP16534,EPA 2023
The Organic Wine Works,Wineries,312130,379 Felton Empire Rd,Felton,CA,Santa Cruz,95018,8313354441,www.hallcrestvineyards.com,3.367461,10.801290000000002,FMP14451,EPA 2023
The Other Brother Company,Fats and Oils Refining and Blending,311225,1 Oak Meadow Ln,Carmel Valley,CA,Monterey,93924,6504646862,www.theotherbrothercompany.com,4.206398,13.492220000000001,FMP15998,EPA 2023
The Perfect Crumb Bakery,Retail Bakeries,311811,333 Hyde St,Salinas,CA,Monterey,93907,8317830308,,1.0554155,3.385295,FMP4742,EPA 2023
The Pichulo Family LLC,Retail Bakeries,311811,3749 Grizzly Bluff Rd,Ferndale,CA,Humboldt,95536,,,2.15816,6.9224000000000006,FMP10303,EPA 2023
The Pickled Sow Wine Cellar LLC,Wineries,312130,12590 Crystal Ranch Rd,Moorpark,CA,Ventura,93021,,,1.7841655,5.7227950000000005,FMP8376,EPA 2023
The Pie Co,Commercial Bakeries,311812,18033 Jack Tone Rd,Manteca,CA,San Joaquin,95336,2096015630,www.thepieco.com,32.0899895,102.93015500000001,FMP34000,EPA 2023
The Pie Hole Oc,Retail Bakeries,311811,5618 Della Ave,Rancho Cucamonga,CA,San Bernardino,91701,6572364100,www.thepieholela.com,1.1802570000000001,3.7857300000000005,FMP5370,EPA 2023
The Pillsbury Company LLC,All Other Miscellaneous Food Manufacturing,311999,633 Baldwin Park Blvd,City of Industry,CA,Los Angeles,91746,,www.pillsbury.com,,,FMP40036,EPA 2023
The Pillsbury Company LLC,Flour Milling,311211,220 S Kenwood St Ste 202,Glendale,CA,Los Angeles,91205,8185223952,www.lgpillsbury.com,,,FMP41358,EPA 2023
The Pinot Elite LLC,Wineries,312130,3845 Ely Rd S,Petaluma,CA,Sonoma,94954,7079719995,,38.450758,123.33262,FMP34783,EPA 2023
The Pisoni Family,Wineries,312130,607 Martin Ave Ste 111,Rohnert Park,CA,Sonoma,94928,,www.pisonivineyards.com,27.4648385,88.09476500000001,FMP33004,EPA 2023
The Posh Bakery Inc,Retail Bakeries,311811,20488 Stevns Crk Blvd # 2010,Cupertino,CA,Santa Clara,95014,4089808451,www.theposhbakery.com,270.2949385,866.9837650000001,FMP37966,EPA 2023
The Potter's House of Bakersfield,Retail Bakeries,311811,3220 Stine Rd Ste B,Bakersfield,CA,Kern,93309,6617173171,,2.440544,7.8281600000000005,FMP11619,EPA 2023
The Pudding Goddess LLC,Retail Bakeries,311811,2139 Cullivan St,Los Angeles,CA,Los Angeles,90047,,,0.8867430000000001,2.8442700000000003,FMP1658,EPA 2023
The Pure Pantry Inc,Cookie and Cracker Manufacturing,311821,79 E Daily Dr Ste 260,Camarillo,CA,Ventura,93010,8059870997,,17.9550485,57.591665000000006,FMP28527,EPA 2023
The Rare Barrel LLC,Breweries,312120,940 Parker St,Berkeley,CA,Alameda,94710,5109846585,www.therarebarrel.com,11.629445500000001,37.301995000000005,FMP22972,EPA 2023
The Rice Company TRC Trad,Rice Milling,311212,1624 Santa Clara Dr,Roseville,CA,Placer,95661,9169601223,www.riceco.com,2.309104,7.406560000000001,FMP11005,EPA 2023
The Roasted Slope LLC,Wineries,312130,279 Bannon Ln,Penngrove,CA,Sonoma,94951,,www.theroastedslope.com,3.4638945,11.110605000000001,FMP14693,EPA 2023
The Robert Mondavi Corporation,Wineries,312130,166 Gateway Rd E,NAPA,CA,Napa,94558,7079672100,www.robertmondaviwinery.com,5.330422,17.09758,FMP17374,EPA 2023
The Roman Bar,Chocolate and Confectionery Manufacturing from Cacao Beans,311351,52 Montevideo Way,San Rafael,CA,Marin,94903,4154721031,www.theromanbars.com,5.473628,17.55692,FMP17489,EPA 2023
The Rose Blue Bakery,Retail Bakeries,311811,9715 Farralone Ave,Chatsworth,CA,Los Angeles,91311,8183392626,,1.052633,3.37637,FMP4736,EPA 2023
The Rustic Puff,Commercial Bakeries,311812,537 Castle St,Modesto,CA,Stanislaus,95350,2098460286,,1.8656,5.984,FMP8904,EPA 2023
The Shot Company,Distilleries,312140,6235 Arlington Blvd,Richmond,CA,Contra Costa,94805,5104179596,www.lionizeshots.com,20.6273085,66.163065,FMP30335,EPA 2023
The Sift Bakery LLC,Retail Bakeries,311811,8794 E Banner Ridge Dr,Anaheim,CA,Orange,92808,,,0.8867430000000001,2.8442700000000003,FMP3494,EPA 2023
The Silverado Vineyards,Wineries,312130,6121 Silverado Trl,NAPA,CA,Napa,94558,7072571770,www.silveradovineyards.com,116.6651105,374.20884500000005,FMP37125,EPA 2023
The Soap Bakery LLC,Retail Bakeries,311811,130 W 106th St,Los Angeles,CA,Los Angeles,90003,,,0.8867430000000001,2.8442700000000003,FMP994,EPA 2023
The Square Treat,Retail Bakeries,311811,13511 Kittridge St,Valley Glen,CA,Los Angeles,91401,7186900627,,2.8816365,9.242985000000001,FMP13085,EPA 2023
The Still Room LLC,All Other Miscellaneous Food Manufacturing,311999,2624 Barrington CT,Hayward,CA,Alameda,94545,5108471930,,87.610749,281.01561000000004,FMP36720,EPA 2023
The Stomping Ground,Wineries,312130,4005 Hecker Pass Rd,Gilroy,CA,Santa Clara,95020,,www.thestompingground.com,27.810955,89.20495000000001,FMP33113,EPA 2023
The Sugar Lab Bake Shop LLC,Retail Bakeries,311811,7517 Pierce St,Ventura,CA,Ventura,93003,8056592432,www.sugarlabbakeshop.com,1.0729585,3.441565,FMP4941,EPA 2023
The Sugar ME Bakery,Retail Bakeries,311811,3533 E Chapman Ave,Orange,CA,Orange,92869,7147692253,www.thesugarmebakery.com,24.42399,78.34110000000001,FMP32005,EPA 2023
The Supreme Cup,Retail Bakeries,311811,2146 Oxford St,Sacramento,CA,Sacramento,95815,,,11.4810455,36.825995000000006,FMP22851,EPA 2023
The Sweet Corner,Retail Bakeries,311811,989 Story Rd,San Jose,CA,Santa Clara,95122,4088850888,,4.491273,14.405970000000002,FMP16408,EPA 2023
The Sweet Spot Exquisite Vegan Desserts LLC,Retail Bakeries,311811,43981 15th St W,Lancaster,CA,Los Angeles,93534,,,,,FMP43724,EPA 2023
The Sweet Stuff Cake Shop and Bakery LLC,Retail Bakeries,311811,18661 McCoy Ave,Saratoga,CA,Santa Clara,95070,4088497594,,2.40991,7.729900000000001,FMP11451,EPA 2023
The Sweet Treats Corner,Retail Bakeries,311811,16242 Howland Ln,Huntington Beach,CA,Orange,92647,7143260079,,2.0199625,6.479125000000001,FMP9651,EPA 2023
The Sweetest Treats,Retail Bakeries,311811,39 Shade Tree,Irvine,CA,Orange,92603,9494661172,,17.445692,55.95788,FMP28128,EPA 2023
The Tasting Room,Wineries,312130,32111 Mulholland Hwy,Malibu,CA,Los Angeles,90265,8188650605,www.malibuwines.com,2.971763,9.532070000000001,FMP13429,EPA 2023
The Third Twin,Wineries,312130,10801 Santa Ana Rd,Ventura,CA,Ventura,93001,8056498813,,4.7871985,15.355165000000001,FMP16777,EPA 2023
The Three Kings Bakery,Retail Bakeries,311811,112 E Yosemite Ave,Madera,CA,Madera,93638,,,0.8867430000000001,2.8442700000000003,FMP759,EPA 2023
The Tin Pie,Retail Bakeries,311811,19808 Aaron CT,Saugus,CA,Los Angeles,91350,6613108934,,1.499211,4.80879,FMP6431,EPA 2023
The Tin Pie,Retail Bakeries,311811,26555 Golden Valley Rd,Santa Clarita,CA,Los Angeles,91350,,,1.3601655,4.362795,FMP5917,EPA 2023
The Treat Pantry,Retail Bakeries,311811,647 Valley Oak Ln,Thousand Oaks,CA,Ventura,91320,9092263199,,0.8867430000000001,2.8442700000000003,FMP3107,EPA 2023
The Underground Bakery,Retail Bakeries,311811,3020 Club Dr,Los Angeles,CA,Los Angeles,90064,3102029424,,21.6005475,69.28477500000001,FMP30806,EPA 2023
The Upper Crust Baking Co,Retail Bakeries,311811,634 G St,Davis,CA,Yolo,95616,,www.uppercrustbaking.com,26.752889500000002,85.811155,FMP32833,EPA 2023
The Varland Group LLC,"Mayonnaise, Dressing, and Other Prepared Sauce Manufacturing",311941,1611 Sycamore Ave # 5682,Hercules,CA,Contra Costa,94547,5103939990,www.amsmarinade.com,0.5035000000000001,1.6150000000000002,FMP137,EPA 2023
The Vegan Apocalypse LLC,Retail Bakeries,311811,1116 N Valley St,Burbank,CA,Los Angeles,91505,3022292490,,1.1445615,3.6712350000000002,FMP5218,EPA 2023
The Villa At Lago Giuseppe Cellars,Wineries,312130,8345 Green Valley Rd,Templeton,CA,San Luis Obispo,93465,8054000785,www.lagogiuseppe.com,31.8932005,102.298945,FMP33951,EPA 2023
The Village Winery LLC,Wineries,312130,31111 Via Colinas,Westlake Village,CA,Ventura,91362,,,2.7426175,8.797075000000001,FMP12698,EPA 2023
The Vineyard Connection LLC,Wineries,312130,873 Leff St,San Luis Obispo,CA,San Luis Obispo,93401,,,19.933247,63.93683000000001,FMP29967,EPA 2023
The Vineyard Experience & Hospitality Center LLC,Wineries,312130,31966 Via Seron,Temecula,CA,Riverside,92592,,,2.1299905,6.832045000000001,FMP10182,EPA 2023
The Vinyard,Wineries,312130,2525 Stow St,Simi Valley,CA,Ventura,93063,8055832525,www.thevineyardsimi.com,19.8464595,63.658455000000004,FMP29873,EPA 2023
The Wanderlust LLC,Breweries,312120,2401 E Orangeburg Ave # 6,Modesto,CA,Stanislaus,95355,2094040716,,52.2773715,167.68213500000002,FMP35707,EPA 2023
The Wine Company of San Francisco,Wineries,312130,231 Ware Rd Ste 823,Woodside,CA,San Mateo,94062,6508510965,,27.57961,88.4629,FMP33043,EPA 2023
The Wine Garage Inc,Wineries,312130,713b Washington St,Calistoga,CA,Napa,94515,,www.winegarage.net,52.8174945,169.41460500000002,FMP35754,EPA 2023
The Wine Group Inc,Wineries,312130,17000 E State Highway 120,Ripon,CA,San Joaquin,95366,2095994111,www.thewinegroup.com,81.082315,260.07535,FMP36599,EPA 2023
The Wine Group LLC,Wineries,312130,425 Eastin Dr,Sonoma,CA,Sonoma,95476,7074849701,www.benziger.com,,,FMP42268,EPA 2023
The Wine Syndicate LLC,Wineries,312130,718 Tehama St,San Francisco,CA,San Francisco,94103,,,24.870144,79.77216,FMP32171,EPA 2023
The Wineries of Highway 46 East Inc,Wineries,312130,1141 Pacific St,San Luis Obispo,CA,San Luis Obispo,93401,8055438869,www.pasorobleswinerieseast.com,2.8213225,9.049525000000001,FMP12919,EPA 2023
The Winery Maker LLC,Wineries,312130,12011 Madi Ln,Herald,CA,Sacramento,95638,2097476235,,1.8791415,6.0274350000000005,FMP8949,EPA 2023
The Winery SF,Wineries,312130,30 Avenue G,San Francisco,CA,San Francisco,94130,4088026208,www.winery-sf.com,24.870144,79.77216,FMP32167,EPA 2023
The Winery SF,Wineries,312130,200 California Ave,San Francisco,CA,San Francisco,94130,4157730177,www.winery-sf.com,17.923646,57.49094,FMP28519,EPA 2023
The Young Winos LLC,Wineries,312130,811 11th St,Santa Monica,CA,Los Angeles,90403,,,1.7841655,5.7227950000000005,FMP8422,EPA 2023
The Zaatar Factory,Commercial Bakeries,311812,3626 Haven Way,Burbank,CA,Los Angeles,91504,8188597353,www.zaatarfactory.com,12.34317,39.591300000000004,FMP23528,EPA 2023
