name,naics_description,naics_code,address,city,state,county,zip,phone,website,excess_food_low,excess_food_high,unique_id,data_source,latitude,longitude,geocode_status
Treat With Cannabis,Retail Bakeries,311811,829 Valley Crest Dr,Vista,CA,San Diego,92084,,,12.474133,40.01137,FMP23698,EPA 2023,33.196130072879,-117.18585691151,success
Treat Yourself Spa Corp.,Retail Bakeries,311811,1051 N Thompson Rd,Lafayette,CA,Contra Costa,94549,,,19.1792425,61.518325000000004,FMP26936,EPA 2023,37.895694178103,-122.124780417726,success
Treat Yourself Spa Corp.,Retail Bakeries,311811,2958 Treat Blvd,Concord,CA,Contra Costa,94518,9257981898,,15.9827065,51.265285000000006,FMP29379,EPA 2023,37.937692310648,-122.026794255742,success
Treat Yourself Sweetly LLC,Retail Bakeries,311811,6474 Gundry Ave,Long Beach,CA,Los Angeles,90805,,,0.8867430000000001,2.8442700000000003,FMP3108,EPA 2023,33.872550996113,-118.175064337641,success
"Treat, LLC",Retail Bakeries,311811,12820 W Sunset Blvd,Los Angeles,CA,Los Angeles,90049,3103938955,,0.9754120000000001,3.12868,FMP4121,EPA 2023,34.056295011575,-118.489534773113,success
Treat2train,Retail Bakeries,311811,320 W Alameda Ave APT 404,Burbank,CA,Los Angeles,91506,8184337427,,15.4289625,49.489125,FMP26463,EPA 2023,34.165966625363,-118.308707857438,success
"Treatbuddy, Inc.",Retail Bakeries,311811,4751 E Palm Canyon Dr,Palm Springs,CA,Riverside,92264,7602023600,www.treatbuddy.com,29.068539,93.23871000000001,FMP33391,EPA 2023,33.794426222435,-116.499686394698,success
Treats,Retail Bakeries,311811,210 Main St,Nevada City,CA,Nevada,95959,5309135819,www.treatsnevadacity.com,9.275,29.750000000000004,FMP20960,EPA 2023,39.263503756132,-121.017497515604,success
"Treats For Chickens, LLC",Retail Bakeries,311811,442 Houser St Ste E,Cotati,CA,Sonoma,94931,7076648124,www.treatsforchickens.com,14.837827,47.593030000000006,FMP25818,EPA 2023,38.339213231141,-122.713830455185,success
Treats-N-Trails Pet Sitting,Retail Bakeries,311811,424 Clarksburg Pl,Brentwood,CA,Contra Costa,94513,6195871017,www.treats-n-trails.com,1.618938,5.19282,FMP7008,EPA 2023,37.954863692897,-121.707090361923,success
"Trebol Gold, LLC",Wineries,312130,6093 Murphy Way,Malibu,CA,Los Angeles,90265,,,5.034894,16.14966,FMP17025,EPA 2023,34.036254557025,-118.78367396069,success
Trecini Cellars,Wineries,312130,684 7th St,Santa Rosa,CA,Sonoma,95404,7075259400,www.treciniwinery.com,6.625,21.25,FMP18391,EPA 2023,38.442949175093,-122.714156242059,success
"Tree Top, Inc.",Fruit and Vegetable Canning,311421,1250 E 3rd St,Oxnard,CA,Ventura,93030,5096977251,www.treetop.com,,,FMP39343,EPA 2023,34.200432884867,-119.166670643116,success
"Treefort Winery, LLC",Wineries,312130,407 E NAPA St,Sonoma,CA,Sonoma,95476,7072909194,www.thetreefort.com,32.957785,105.71365,FMP34109,EPA 2023,38.29106717667,-122.449727717671,success
"Treehouse Craft Distillery, LLC",Distilleries,312140,849 Avenue D,San Francisco,CA,San Francisco,94130,4152129900,www.treecraftdistillery.com,7.8609865,25.214485000000003,FMP19654,EPA 2023,37.824917531772,-122.373237158096,success
Trejo's Tortillas,Tortilla Manufacturing,311830,515 N Indiana St,Los Angeles,CA,Los Angeles,90063,3239818487,,22.920486,73.51854,FMP31518,EPA 2023,34.042999171968,-118.192589862169,success
"Trent Beverage Company, LLC",Soft Drink Manufacturing,312111,47230 Golden Bush CT,Palm Desert,CA,Riverside,92260,3103846776,,40.8565605,131.04934500000002,FMP35072,EPA 2023,33.705074112481,-116.385403787102,success
"Tres Hermanas Vineyard & Winery, LLC",Wineries,312130,9660 Foxen Canyon Rd,Santa Maria,CA,Santa Barbara,93454,8059378451,www.treshermanaswinery.com,9.9190825,31.815925000000004,FMP21536,EPA 2023,34.797782100906,-120.187538507646,success
"Trevor's Sweet Treats, LLC",Retail Bakeries,311811,1887 Lincoln Ave,San Jose,CA,Santa Clara,95125,,,11.262288,36.124320000000004,FMP22677,EPA 2023,37.295745958936,-121.891940827917,success
"Trg Vineyards, LLC",Wineries,312130,4104 24th St,San Francisco,CA,San Francisco,94114,,,1.6530965,5.302385,FMP7606,EPA 2023,37.751351300399,-122.434250586074,success
Tri Pacific,Retail Bakeries,311811,5764 E 2nd St Ste 100,Long Beach,CA,Los Angeles,90803,5624335801,,3.0113805,9.659145,FMP13541,EPA 2023,33.756581743292,-118.121611062627,success
Triassic Legacy Vineyards,Wineries,312130,24627 Cummings Valley Rd,Tehachapi,CA,Kern,93561,6613422114,www.triassicvineyards.com,9.2943185,29.811965,FMP20990,EPA 2023,35.131066543296,-118.572079776471,success
"Tribali Foods, Inc.",Meat Processed from Carcasses,311612,2895 Canterbury Rd,San Marino,CA,Los Angeles,91108,3105925420,www.tribalifoods.com,1.7755,5.695,FMP8335,EPA 2023,34.131637863045,-118.094305491145,success
Tricks Without Treats,Retail Bakeries,311811,10002 Gravier St,Anaheim,CA,Orange,92814,7143062194,www.trickswithouttreats.com,,,FMP39674,EPA 2023,33.817403150576,-117.960767916116,success
Trinidad Benham Holding Company,All Other Miscellaneous Food Manufacturing,311999,5177 Chino Ave,Chino,CA,San Bernardino,91710,9096277535,www.trinidadbenham.com,,,FMP42574,EPA 2023,34.011864821688,-117.692085226361,success
"Trinity Valley Vineyards, LLC",Wineries,312130,3160 Upper Bay Rd,Arcata,CA,Humboldt,95521,,www.trinityrivervineyards.com,1.8184035,5.8326150000000005,FMP8649,EPA 2023,40.897182543383,-124.103651396431,success
Triple J Brewing,Breweries,312120,7344 Bonita Way,Citrus Heights,CA,Sacramento,95610,,,2.346204,7.5255600000000005,FMP11159,EPA 2023,38.699602464743,-121.278689287352,success
"Triple Leaf Tea, Inc.",Coffee and Tea Manufacturing,311920,434 N Canal St Ste 5,South San Francisco,CA,San Mateo,94080,6505880829,www.tripleleaf-tea.com,18.837578,60.42242,FMP29116,EPA 2023,37.651213269715,-122.415777560997,success
Tripple B Ranches,Wineries,312130,15030 Vesper Rd,Valley Center,CA,San Diego,92082,7607491200,www.triplebranches.com,11.335004,36.35756,FMP22742,EPA 2023,33.235506943715,-117.006177684363,success
Trippy's Hippy Bakery LLC,Retail Bakeries,311811,8280 Taurus Ave,Fontana,CA,San Bernardino,92335,,,0.8867430000000001,2.8442700000000003,FMP3425,EPA 2023,34.10296326258,-117.503633679314,success
"Tristant Vineyards, LLC",Wineries,312130,201 Manor Dr,San Francisco,CA,San Francisco,94127,,www.tristantvineyards.com,4.432549,14.21761,FMP16335,EPA 2023,37.729239376033,-122.463618917246,success
"Tristero Ventures, LLC",Wineries,312130,226 W Arrellaga St,Santa Barbara,CA,Santa Barbara,93101,,,2.7123545,8.700005,FMP12617,EPA 2023,34.424706405418,-119.712202526831,success
Triumph Wine Group LLC,Wineries,312130,600 Trancas St Ste 200,NAPA,CA,Napa,94558,7072309500,www.triumphwinegroup.com,39.6131275,127.06097500000001,FMP34923,EPA 2023,38.324966076501,-122.284056998091,success
Triunfo Creek Vineyards,Wineries,312130,2714 Triunfo Canyon Rd,Agoura Hills,CA,Los Angeles,91301,8188362305,www.triunfocreek.com,2.6388965,8.464385,FMP12333,EPA 2023,34.118626561818,-118.786790245509,success
Tri-Union Seafoods LLC,Seafood Product Preparation and Packaging,311710,338 Cannery St,San Pedro,CA,Los Angeles,90731,,www.chickenofthesea.com,,,FMP41952,EPA 2023,33.740121675932,-118.266240807895,success
Tri-Valley Growers,All Other Miscellaneous Food Manufacturing,311999,1700 Kibby Rd,Merced,CA,Merced,95341,2097226446,,2.6118930000000002,8.37777,FMP12236,EPA 2023,37.314652889577,-120.414856136055,success
"Tropic Sugar Bakery, Inc.",Retail Bakeries,311811,1976 S La Cienega Blvd,Los Angeles,CA,Los Angeles,90034,,,15.4289625,49.489125,FMP26442,EPA 2023,34.040849941074,-118.376760172873,success
Tropical Fruit & Juices,"Frozen Fruit, Juice, and Vegetable Manufacturing",311411,5729 N Figueroa St,Los Angeles,CA,Los Angeles,90042,3233408794,,2.0002465,6.415885,FMP9569,EPA 2023,34.110055799585,-118.191987352384,success
"Tropical Premium Coffee, Inc.",Coffee and Tea Manufacturing,311920,15011 Badillo St Ste E,Baldwin Park,CA,Los Angeles,91706,6268131006,www.tropical-premium-coffee-inc.hub.biz,18.3363835,58.814815,FMP28707,EPA 2023,34.087510922358,-117.951836843555,success
"Tropical Preserving Company, Incorporated",Fruit and Vegetable Canning,311421,1711 E 15th St,Los Angeles,CA,Los Angeles,90021,2137485108,www.tropicalpreserving.com,108.036313,346.53157000000004,FMP37017,EPA 2023,34.024255087448,-118.241755331051,success
Tropicana,Wineries,312130,12414 Carson St,Hawaiian Gardens,CA,Los Angeles,90716,,,27.9051625,89.507125,FMP713,EPA 2023,33.831421224801,-118.067098005547,success
Troy's Treats,Retail Bakeries,311811,9709 1/2 Bixby Ave,Garden Grove,CA,Orange,92841,7142513733,www.troystreatsandvendingrepair.com,0.9754120000000001,3.12868,FMP4354,EPA 2023,33.784972453807,-117.963773321802,success
"Tru Win Co, LLC",Wineries,312130,1351 Royal Way APT 6,San Luis Obispo,CA,San Luis Obispo,93405,8054403079,,1.690594,5.4226600000000005,FMP7990,EPA 2023,35.259257299533,-120.691536508351,success
"Truck Treats, LLC",Retail Bakeries,311811,510 Homewood Rd,Los Angeles,CA,Los Angeles,90049,4248327473,,1.919236,6.156040000000001,FMP9127,EPA 2023,34.06760036004,-118.487344539425,success
Trucolors LLC,All Other Miscellaneous Food Manufacturing,311999,7805 W Sunset Blvd # 210,Los Angeles,CA,Los Angeles,90046,,,22.920486,73.51854,FMP31520,EPA 2023,34.098127441205,-118.359419698897,success
"True Vineyard, LLC",Wineries,312130,2075 Summit Lake Dr,Angwin,CA,Napa,94508,,,46.215311,148.23779000000002,FMP35411,EPA 2023,38.598504554449,-122.45969299758,success
"Truett-Hurst, Inc.",Wineries,312130,125 Foss Creek Cir,Healdsburg,CA,Sonoma,95448,7074314423,www.truetthurstinc.com,66.93173900000001,214.68671,FMP36273,EPA 2023,38.613884835705,-122.875529458744,success
"Truffle Butter, LLC",Retail Bakeries,311811,315 W Lemon Ave,Arcadia,CA,Los Angeles,91007,,,0.9754120000000001,3.12868,FMP4228,EPA 2023,34.118377202274,-118.04261350455,success
"Trust ME Vodka, Inc.",Distilleries,312140,2100 Palomar Airpt Rd # 2,Carlsbad,CA,San Diego,92011,8883878786,www.trustmevodka.com,34.005065,109.07285,FMP34293,EPA 2023,33.125065066839,-117.276064769781,success
"Tsb2, Llc.",Breweries,312120,1745 National Ave,San Diego,CA,San Diego,92113,6192559679,www.thorn.beer,,,FMP40975,EPA 2023,32.702408736318,-117.147692708581,success
TST Bakeshop LLC,Retail Bakeries,311811,3119 Alameda St,Pasadena,CA,Los Angeles,91107,,,0.8867430000000001,2.8442700000000003,FMP2165,EPA 2023,34.153441419555,-118.086037567383,success
Ttg Ventures LLC,Wineries,312130,1071 Ardmore Ave,Oakland,CA,Alameda,94610,5106537597,,1.5751600000000001,5.0524000000000004,FMP6861,EPA 2023,37.813519742075,-122.227159493477,success
Tucker Foods LLC,All Other Miscellaneous Food Manufacturing,311999,10400 Langdon Ave,Mission Hills,CA,Los Angeles,91345,8184149581,,18.3363835,58.814815,FMP28706,EPA 2023,34.259728444982,-118.469371623737,success
Tuff Cookie Production,Retail Bakeries,311811,116 N Wetherly Dr APT 206,Los Angeles,CA,Los Angeles,90048,4243020135,,0.9754120000000001,3.12868,FMP4103,EPA 2023,34.075745601617,-118.388665461102,success
"Tule River Cooperative Dryer, Inc.",Dried and Dehydrated Food Manufacturing,311423,16548 Road 168,Porterville,CA,Tulare,93257,5596864685,,30.96631,99.3259,FMP33785,EPA 2023,36.089769384896,-119.196663516517,success
Tulip Treats Jewelry,Retail Bakeries,311811,1734 Rowan St,San Diego,CA,San Diego,92105,6195018103,,2.2145785,7.103365,FMP10593,EPA 2023,32.723911136824,-117.113088000363,success
"Turkovich Family Wines, LLC",Wineries,312130,304 Railroad Ave,Winters,CA,Yolo,95694,5307952595,www.turkovichwines.com,23.729425,76.11325000000001,FMP31781,EPA 2023,38.521913533706,-121.968964070268,success
"Turlock Bakery Products, Inc.",Retail Bakeries,311811,22325 James Alan Cir,Chatsworth,CA,Los Angeles,91311,8184252492,,15.4289625,49.489125,FMP26447,EPA 2023,34.25895107814,-118.612188185282,success
Turtle Rock Ridge,Wineries,312130,18351 Woods Hill Ln,Ramona,CA,San Diego,92065,7607895555,www.turtlerockridge.com,18.891691,60.59599000000001,FMP29151,EPA 2023,33.033086817697,-116.826865804921,success
Tuscan Ridge Estate Winery,Wineries,312130,19260 Ridge Rd,Red Bluff,CA,Tehama,96080,5305277393,www.tuscanridgeestate.com,7.9468465,25.489885,FMP19733,EPA 2023,40.143393504588,-122.324619834533,success
Tuti Frutti,Ice Cream and Frozen Dessert Manufacturing,311520,2604 Carson St,Lakewood,CA,Los Angeles,90712,5624299000,,15.846947,50.82983,FMP26784,EPA 2023,33.832352341337,-118.162457416588,success
Tutifruitie,Fluid Milk Manufacturing,311511,17080 Bear Valley Rd,Victorville,CA,San Bernardino,92395,7605963044,,20.920478,67.10342,FMP30449,EPA 2023,34.471030094723,-117.289837381108,success
Tuts Bakery,Retail Bakeries,311811,535 Bryant St,Palo Alto,CA,Santa Clara,94301,6503846733,www.tutsbakery.com,0.8867430000000001,2.8442700000000003,FMP2881,EPA 2023,37.445501063435,-122.160854685057,success
Tutti Fruitti,Fluid Milk Manufacturing,311511,12571 Limonite Ave,Eastvale,CA,Riverside,91752,9513606511,,5.83,18.700000000000003,FMP17786,EPA 2023,33.975393712321,-117.55750419723,success
Tutti Frutti,Retail Bakeries,311811,1430 Mountain Ave Ste 102,Duarte,CA,Los Angeles,91010,,www.duarteyogurt.com,12.34317,39.591300000000004,FMP17271,EPA 2023,34.137057878313,-117.98626462617,success
Tutti Frutti,Fluid Milk Manufacturing,311511,710 Calle Vista Verde,Oxnard,CA,Ventura,93030,8052787076,,5.283782,16.94798,FMP13227,EPA 2023,34.208316882926,-119.147465279473,success
Tutti Frutti,Ice Cream and Frozen Dessert Manufacturing,311520,151 E Yorba Linda Blvd,Placentia,CA,Orange,92870,7145793600,,4.8538195,15.568855000000001,FMP15719,EPA 2023,33.887976113751,-117.864643268545,success
Tutti Frutti,Fluid Milk Manufacturing,311511,7902 Van Nuys Blvd,Van Nuys,CA,Los Angeles,91402,8187872357,,4.0009435,12.833215000000001,FMP16845,EPA 2023,34.214729327734,-118.44861697874,success
Tuttimelon,Fluid Milk Manufacturing,311511,2402 Central Ave,Alameda,CA,Alameda,94501,5108148822,,48.6533905,156.05804500000002,FMP35561,EPA 2023,37.764036735977,-122.242739570612,success
Tuttoamore,Retail Bakeries,311811,247 Broadway St,Laguna Beach,CA,Orange,92651,,,17.445692,55.95788,FMP28126,EPA 2023,33.543735566661,-117.784316017084,success
Twan Kee Company Inc,Seafood Product Preparation and Packaging,311710,101 Utah St Ste 203,San Francisco,CA,San Francisco,94103,4155588887,,15.4315065,49.497285000000005,FMP26508,EPA 2023,37.768361247201,-122.406722043064,success
Twelfth Kid Sweets LLC,Retail Bakeries,311811,6547 Nevada Ave,Woodland Hills,CA,Los Angeles,91303,8184210070,,15.4289625,49.489125,FMP26493,EPA 2023,34.189764591948,-118.609384909083,success
Twice Baked Baking Co,Retail Bakeries,311811,8185 E Wardlow Rd,Long Beach,CA,Los Angeles,90808,5623435715,www.twice-baked.com,1.2540065,4.022285,FMP5582,EPA 2023,33.81767092462,-118.069784525178,success
Twice Baked Baking Company,Commercial Bakeries,311812,6141 E Birkdale St,Long Beach,CA,Los Angeles,90815,5627140564,www.twice-baked.com,18.514755,59.386950000000006,FMP28891,EPA 2023,33.807413796795,-118.112291862251,success
Twin Coyotes Winery,Wineries,312130,2449 Clubhouse Dr,Paso Robles,CA,San Luis Obispo,93446,7072920174,www.twincoyotes.com,3.3728405,10.818545,FMP14462,EPA 2023,35.651336485292,-120.68232234059,success
Twiningvine LLC,Wineries,312130,16851 Cull Canyon Rd,Castro Valley,CA,Alameda,94552,5105827391,www.twiningvine.com,4.3152335,13.841315000000002,FMP16158,EPA 2023,37.764962740725,-122.063228851569,success
Twinkies Krafts,Cheese Manufacturing,311513,861 Hancock St APT 810,Hayward,CA,Alameda,94544,,,1.6530965,5.302385,FMP7840,EPA 2023,37.639723559014,-122.054938913541,success
Twirl Girl LLC,Retail Bakeries,311811,1881 Palm Terrace CT,La Canada Flintridge,CA,Los Angeles,91011,6266646586,,12.34317,39.591300000000004,FMP23510,EPA 2023,34.215661590034,-118.217334564979,success
Twisted Jerky LLC,Meat Processed from Carcasses,311612,6841 Derby Cir,Huntington Beach,CA,Orange,92648,,,1.6530965,5.302385,FMP7773,EPA 2023,33.691597372271,-118.00896428649,success
Twisted Root Vineyard,Wineries,312130,2 W Lockeford St,Lodi,CA,San Joaquin,95240,9163002416,,1.8656,5.984,FMP8887,EPA 2023,38.137665619127,-121.272124857704,success
Twisted Roots Wine LLC,Wineries,312130,18911 Portola Dr Ste C,Salinas,CA,Monterey,93908,9163002422,www.twistedrootswine.blogspot.com,30.5718045,98.060505,FMP33705,EPA 2023,36.623489100346,-121.685429636312,success
Twisty Noodle LLC,"Dry Pasta, Dough, and Flour Mixes Manufacturing from Purchased Flour",311824,575 Seastorm Dr,Redwood City,CA,San Mateo,94065,4154138475,www.twistynoodle.com,15.786951,50.63739,FMP26741,EPA 2023,37.538420913369,-122.235482402117,success
Two Amigos Winery LLC,Wineries,312130,25 E NAPA St Ste D,Sonoma,CA,Sonoma,95476,7077997146,www.twoamigoswines.com,,,FMP41537,EPA 2023,38.291869284898,-122.457551950047,success
"Two Black Widow Vineyard, LLC",Wineries,312130,667 Alexander Valley Rd,Healdsburg,CA,Sonoma,95448,7079531909,,2.013523,6.45847,FMP9626,EPA 2023,38.656984676024,-122.862657512867,success
"Two Blind Mice, LLC",Wineries,312130,5016 E Crescent Dr,Anaheim,CA,Orange,92807,7142790600,,34.45,110.50000000000001,FMP34350,EPA 2023,33.847371971275,-117.807366952737,success
Two Broads LLC,Breweries,312120,680 Morro St APT B,San Luis Obispo,CA,San Luis Obispo,93401,8052150780,www.twobroadscider.com,9.451331,30.315590000000004,FMP21155,EPA 2023,35.283940100664,-120.664538503345,success
Two Chicks In The Mix LLC,Retail Bakeries,311811,6018 Shenandoah Ave,Los Angeles,CA,Los Angeles,90056,,,15.4289625,49.489125,FMP26488,EPA 2023,33.986526553824,-118.378575659798,success
"Two Kings Wine Company, LLC",Wineries,312130,641 Limerick Ln,Healdsburg,CA,Sonoma,95448,,www.christophercreek.com,3.7841205,12.137745,FMP15303,EPA 2023,38.588047317273,-122.835017608365,success
Two Ladd's Bakery,Retail Bakeries,311811,10420 Beaumont Ave,Cherry Valley,CA,Riverside,92223,,,0.938895,3.01155,FMP3789,EPA 2023,33.970264192422,-116.97722749168,success
Two Sweet Cupcakes,Commercial Bakeries,311812,19441 Worchester Ln,Huntington Beach,CA,Orange,92646,7145884903,,8.112445,26.021050000000002,FMP19914,EPA 2023,33.679987466885,-117.986659238771,success
"Two Trees Bakery, LLC",Commercial Bakeries,311812,10040 Whitewater Rd,Moreno Valley,CA,Riverside,92557,9519561498,,8.856671,28.40819,FMP20627,EPA 2023,33.975590817582,-117.263012015048,success
"Tyler David Wine Works, LLC",Wineries,312130,3310 Ramada Dr Ste A,Paso Robles,CA,San Luis Obispo,93446,8053692313,www.cordantwinery.com,2.824317,9.059130000000001,FMP12928,EPA 2023,35.573999639668,-120.6974365193,success
Tympany Vineyards,Wineries,312130,185 Spur Ridge CT,Healdsburg,CA,Sonoma,95448,4157137185,www.tympanyvineyards.com,2.45761,7.8829,FMP11691,EPA 2023,38.641549399126,-122.870128915167,success
Tyonja's Creations Sweets and Treats,Retail Bakeries,311811,34336 Blossoms Dr,Lake Elsinore,CA,Riverside,92532,9512447536,,1.643,5.2700000000000005,FMP7070,EPA 2023,33.667220647652,-117.239379074772,success
"Ty's Sweet Delights, LLC",Retail Bakeries,311811,10202 Alondra Dr,Bakersfield,CA,Kern,93311,6617174948,,10.987801000000001,35.24389,FMP22447,EPA 2023,35.291324777588,-119.115913887306,success
"Tyson Foods, Inc.",Animal (except Poultry) Slaughtering,311611,3360 Hill St,San Diego,CA,San Diego,92106,,www.tysonfoods.com,,,FMP39547,EPA 2023,32.722291977869,-117.238082460044,success
Tz Estate Vineyards,Wineries,312130,5356 Clayton Rd,Fairfield,CA,Solano,94534,7604096409,www.tzestatevineyards.com,2.2534805,7.2281450000000005,FMP10783,EPA 2023,38.300316471744,-122.096948076988,success
U Dessert Story Corp,Retail Bakeries,311811,1849 Shattuck Ave,Berkeley,CA,Alameda,94709,4157963633,,0.9754120000000001,3.12868,FMP4166,EPA 2023,37.874369789954,-122.268508428202,success
U S F Southern California,All Other Miscellaneous Food Manufacturing,311999,15155 Northam St,La Mirada,CA,Los Angeles,90638,,,41.256896,132.33344,FMP35110,EPA 2023,33.883869801857,-118.00966863946,success
U. S. Enterprise Corporation,"Mayonnaise, Dressing, and Other Prepared Sauce Manufacturing",311941,30560 San Antonio St,Hayward,CA,Alameda,94544,5104878877,www.wingnien.wordpress.com,133.7021725,428.85602500000005,FMP37294,EPA 2023,37.619477901182,-122.051571039961,success
Ua Trade Inc.,Commercial Bakeries,311812,12233 Montague St,Pacoima,CA,Los Angeles,91331,3238647501,www.uatradeinc777.en.ec21.com,15.4289625,49.489125,FMP26411,EPA 2023,34.256435730542,-118.399262801734,success
Ubatuba Acai,Retail Bakeries,311811,7834 Kew Ave,Rancho Cucamonga,CA,San Bernardino,91739,,,0.8867430000000001,2.8442700000000003,FMP3330,EPA 2023,34.111452893441,-117.53116872036,success
"Ublendit, LLC",Wineries,312130,440 Kings Village Rd # 8,Scotts Valley,CA,Santa Cruz,95066,7147914740,,17.3789385,55.743765,FMP28076,EPA 2023,37.051168483166,-122.030520253891,success
Uce Juice LLC,"Frozen Fruit, Juice, and Vegetable Manufacturing",311411,3330 Del Monte Blvd # 22,Marina,CA,Monterey,93933,8312168231,www.ucejuice.com,2.438,7.82,FMP11605,EPA 2023,36.697568317263,-121.793747369722,success
Ukiah Top It,Ice Cream and Frozen Dessert Manufacturing,311520,1296 N State St,Ukiah,CA,Mendocino,95482,7074631647,,4.7703180000000005,15.301020000000001,FMP16759,EPA 2023,39.167598222771,-123.211394068045,success
Umbrella of Love LLC,Ice Cream and Frozen Dessert Manufacturing,311520,22942 Vose St,West Hills,CA,Los Angeles,91307,8184867007,,1.325,4.25,FMP5798,EPA 2023,34.197870654321,-118.626794464952,success
"Umeya, Inc.",Cookie and Cracker Manufacturing,311821,414 Crocker St,Los Angeles,CA,Los Angeles,90013,2136268341,www.umeya.co,105.6058125,338.735625,FMP36967,EPA 2023,34.04473479201,-118.241561540425,success
Unbox LLC,All Other Miscellaneous Food Manufacturing,311999,16201 Macy Ln,San Diego,CA,San Diego,92127,8583365230,,18.507388,59.36332,FMP28826,EPA 2023,33.018282550885,-117.126201985027,success
Uncle Chuang's,Retail Bakeries,311811,12531 Harbor Blvd Ste E,Garden Grove,CA,Orange,92840,7148676080,www.unclechuangsbakery.com,27.9131125,89.53262500000001,FMP33153,EPA 2023,33.781126119223,-117.914910502726,success
Uncle Pops LLC,Nonchocolate Confectionery Manufacturing,311340,1616 1/2 W 134th St,Gardena,CA,Los Angeles,90249,8477107789,www.uncle-pops.com,8.542222,27.39958,FMP20327,EPA 2023,33.910749867421,-118.305438245453,success
"Uncommon Brewers, Inc.",Breweries,312120,303 Potrero St Ste 40h,Santa Cruz,CA,Santa Cruz,95060,8317138867,www.uncommonbrewers.com,13.569855,43.52595,FMP24773,EPA 2023,36.980597553312,-122.031091974716,success
Understanding The Funnel,Retail Bakeries,311811,11401 S Manthey Rd,Lathrop,CA,San Joaquin,95330,2092342656,,19.253999,61.75811,FMP29465,EPA 2023,37.853936223669,-121.283566859933,success
"Unica Foods, LLC",Confectionery Manufacturing from Purchased Chocolate,311352,8860 Kenamar Dr Ste 306,San Diego,CA,San Diego,92121,8583618221,www.pasokin.com,0.3975,1.2750000000000001,FMP41857,EPA 2023,32.884535612333,-117.156563714945,success
"Unica Foods, LLC",Confectionery Manufacturing from Purchased Chocolate,311352,3160 Morning Way,La Jolla,CA,San Diego,92037,8583618221,www.pasokin.com,,,FMP121,EPA 2023,32.868634228372,-117.234663215428,success
Union Sacre,Wineries,312130,979 Osos St Ste F7,San Luis Obispo,CA,San Luis Obispo,93401,8052346167,www.unionsacre.com,23.919907000000002,76.72423,FMP31859,EPA 2023,35.281952972386,-120.661564251998,success
"Unique Bakery, Inc",Retail Bakeries,311811,2623 1/2 Honolulu Ave,Montrose,CA,Los Angeles,91020,,,0.8867430000000001,2.8442700000000003,FMP1947,EPA 2023,34.209043475205,-118.236009857611,success
Unique Cupcakes,Commercial Bakeries,311812,641 Irvine Ave,Newport Beach,CA,Orange,92663,7143225821,,4.066584,13.04376,FMP15821,EPA 2023,33.624080570141,-117.913107974744,success
Unison Investment Group Corp.,Fruit and Vegetable Canning,311421,19508 Whspering Hollow CT,Walnut,CA,Los Angeles,91789,9096108079,,19.172909,61.49801000000001,FMP29374,EPA 2023,34.038666395229,-117.880305391907,success
"Unitech, LLC",Retail Bakeries,311811,136 Beach Park Blvd,Foster City,CA,San Mateo,94404,4155185320,,14.1070365,45.248985000000005,FMP25191,EPA 2023,37.547907168279,-122.279343584283,success
"United Bakery, Inc.",Commercial Bakeries,311812,727 S Flower St,Burbank,CA,Los Angeles,91502,,,60.95,195.5,FMP36083,EPA 2023,34.173053871363,-118.305419488991,success
United Paleteria Y Neveria,Ice Cream and Frozen Dessert Manufacturing,311520,14417 San Pablo Ave,San Pablo,CA,Contra Costa,94806,5102323202,www.unitedpaleteriayneveria.com,28.6901455,92.024995,FMP16111,EPA 2023,37.966319490556,-122.344610490244,success
United Paleteria Y Neveria,Ice Cream and Frozen Dessert Manufacturing,311520,1197 Willow Rd,Menlo Park,CA,San Mateo,94025,,,17.6249115,56.532735,FMP33309,EPA 2023,37.472833482817,-122.154619649005,success
United Paleteria Y Neveria,Ice Cream and Frozen Dessert Manufacturing,311520,137 Pelton Center Way,San Leandro,CA,Alameda,94577,5106679237,,4.2759075,13.715175,FMP28290,EPA 2023,37.722827051222,-122.153859056525,success
United States Postal Service,Wineries,312130,4150 Rock Mountain Rd,Fallbrook,CA,San Diego,92028,,www.usps.com,,,FMP42236,EPA 2023,33.445432607111,-117.243247052902,success
Universal Bakery Two,Retail Bakeries,311811,3458 Mission St,San Francisco,CA,San Francisco,94110,,,20.9446195,67.18085500000001,FMP30494,EPA 2023,37.741348197275,-122.422713739838,success
"Unti Wine Company, LLC",Wineries,312130,4202 Dry Creek Rd,Healdsburg,CA,Sonoma,95448,7074335590,www.untivineyards.com,14.076588000000001,45.151320000000005,FMP25178,EPA 2023,38.664408524375,-122.929676086612,success
Upprv LLC,Breweries,312120,4225 Ethel Ave,Studio City,CA,Los Angeles,91604,8182981198,,27.9051625,89.507125,FMP33138,EPA 2023,34.146286478122,-118.418398506058,success
Upshift Brewing Co LLC A Calif,Breweries,312120,339 Indiana St,El Segundo,CA,Los Angeles,90245,,,2.93143,9.402700000000001,FMP13323,EPA 2023,33.920014757539,-118.397295128631,success
Urban Brewhaus LLC,Breweries,312120,600 Wise Rd,Lincoln,CA,Placer,95648,5102064004,,9.944125,31.896250000000002,FMP21562,EPA 2023,38.926458578251,-121.269045171598,success
